No,Paket,Pagu,Tipe Swakelola,Pemilihan,klpd,Satuan Kerja,Lokasi,ID
1026,Belanja Perjalanan Dinas Biasa : Pendamping Pameran HUT Dekranas/ Koordinasi Dekranas/Studi Teknis di Jakarta atau Kota Lainya di Indonesia,22684000,1,26-Jul,Provinsi Sulawesi Tengah,UPTD Pengembangan Produk Industri Pangan dan Kerajinan (P2IPK),"Sulawesi Selatan, Makassar (Kota)",42808578
1027,Belanja Perjalanan Dinas Biasa : Pengurus Dekranasda dalam Rangka Pameran HUT Dekranas/ Koordinasi Dekranas/Studi Teknis di Jakarta atau Kota Lainya di Indonesia,17260000,1,26-Jun,Provinsi Sulawesi Tengah,UPTD Pengembangan Produk Industri Pangan dan Kerajinan (P2IPK),"Sulawesi Selatan, Makassar (Kota)",42808579
1028,Belanja Perjalanan Dinas Biasa : Monitoring IKM Pengguna Kemasan Kab. Parimo,13300000,1,26-Mar,Provinsi Sulawesi Tengah,UPTD Pengembangan Produk Industri Pangan dan Kerajinan (P2IPK),"Sulawesi Tengah, Parigi Moutong (Kab.)",42808604
1029,Belanja Perjalanan Dinas Biasa,89340000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Kehutanan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42819151
1030,Belanja Perjalanan Dinas Biasa,105426000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Kehutanan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42819216
1031,Belanja Perjalanan Dinas Biasa,21925000,1,26-Nov,Provinsi Sulawesi Tengah,Dinas Kehutanan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42820166
1032,Belanja Perjalanan Dinas Biasa,184538000,1,26-Jan,Provinsi Sulawesi Tengah,Dinas Pemberdayaan Masyarakat dan Desa Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42823060
1033,Belanja Perjalanan Dinas Biasa,11000000,1,26-Jul,Provinsi Sulawesi Tengah,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,"DKI Jakarta, Jakarta Selatan (Kota)",42824292
1034,Belanja Perjalanan Dinas Biasa,25473000,1,26-Jul,Provinsi Sulawesi Tengah,Dinas Perindustrian dan Perdagangan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Tojo Una-Una (Kab.)",42826079
1035,Belanja Perjalanan Dinas Biasa,12582000,1,26-Jun,Provinsi Sulawesi Tengah,Dinas Cipta Karya dan Sumberdaya Air,"Sulawesi Tengah, Buol (Kab.)",42830283
1036,Belanja Perjalanan Dinas Biasa,6660000,1,26-Jun,Provinsi Sulawesi Tengah,UPT KPH Dolago Tanggunung,"Sulawesi Tengah, Parigi Moutong (Kab.)",42832372
1037,Belanja Perjalanan Dinas Biasa,10140000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42833555
1038,Belanja Perjalanan Dinas Biasa - Dalam Rangka Diseminasi Laboratorium UPTD PSMB di Kabupaten Morowali/Kabupaten Lainnya,1600000,1,26-Jun,Provinsi Sulawesi Tengah,UPT Pengujian sertifikasi Mutu Barang (PSMB),"Sulawesi Tengah, Palu (Kota)",42835224
1039,Belanja Perjalanan Dinas Biasa,16360000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Panti Sosial Rehabilitasi Tuna Sosial,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Sigi (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Poso (Kab.)",42838911
1040,Belanja perjalanan dinas biasa,2100000,1,26-Jul,Provinsi Sulawesi Tengah,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Poso (Kab.)",42839648
1041,Belanja Perjalanan Dinas Biasa,5820000,1,26-Mar,Provinsi Sulawesi Tengah,UPTD. Pelabuhan Perikanan dan Kawasan Konservasi Pesisir dan Pulau-Pulau Kecil Wilayah VI,"Sulawesi Tengah, Palu (Kota)",42855678
1042,Belanja Perjalanan Dinas Biasa,15170000,1,26-Feb,Provinsi Sulawesi Tengah,UPTD. Pelabuhan Perikanan dan Kawasan Konservasi Pesisir dan Pulau-Pulau Kecil Wilayah IV,"Sulawesi Tengah, Palu (Kota)",42856348
1043,Belanja Perjalanan Dinas Biasa (Sub. Bidang Hubungan Antar Lembaga Pemerintah dan Pembinaan kemasyarakatan - SENBUD),13512000,1,26-Feb,Provinsi Sulawesi Tengah,Badan Penghubung Provinsi Sulawesi Tengah,"Jawa Timur, Surabaya (Kota)",42889576
1044,Belanja Perjalanan Dinas Biasa,28080000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42892393
1045,Belanja Perjalanan Dinas Biasa,25380000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Kelautan dan Perikanan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Morowali (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.)",42897967
1046,Belanja Perjalanan Dinas Biasa,9074000,1,26-Apr,Provinsi Sulawesi Tengah,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah","Sulawesi Tengah, Palu (Kota)",42925235
1047,Belanja Perjalanan Dinas Biasa,689500000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Pemberdayaan Masyarakat dan Desa Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42932457
1048,Belanja Perjalanan Dinas Biasa,13090000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Pemberdayaan Masyarakat dan Desa Provinsi Sulawesi Tengah,"Sulawesi Tengah, Parigi Moutong (Kab.)",42932538
1049,Belanja Perjalanan Dinas Biasa,94142000,1,26-Feb,Provinsi Sulawesi Tengah,UPT Pendidikan dan Pelatihan,"Sulawesi Tengah, Sigi (Kab.)",42985068
1050,Belanja Perjalanan Dinas Biasa,191366000,1,26-Jan,Provinsi Sulawesi Tengah,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah","Sulawesi Tengah, Palu (Kota)",43034586
1051,"Belanja Perjalanan Dinas Biasa - Dalam Rangka Koordinasi dan Sinkronisasi Usulan Unit Sekolah Baru (USB) Sekolah Luar Biasa (SLB) di Jakarta, - Dalam Rangka Survei lokasi pembangunan USB SLB di Tinombo Kab. Parigi moutong, - Dalam Rangka Pengurusan Administrasi dan Sertifikasi Tanah Hibah Kabupaten Parigi untuk pembangunan USB SLB",44654000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43034745
1052,Belanja Perjalanan Dinas Biasa,600000,1,26-May,Provinsi Sulawesi Tengah,Cabang Dinas Energi dan Sumber Daya Mineral Wilayah V,"Sulawesi Tengah, Sigi (Kab.)",43035954
1053,Belanja Perjalanan Dinas Biasa,1450000,1,26-May,Provinsi Sulawesi Tengah,Cabang Dinas Energi dan Sumber Daya Mineral Wilayah V,"Sulawesi Tengah, Sigi (Kab.) | Sulawesi Tengah, Dongala (Kab.)",43035993
1054,"Belanja Perjalanan Dinas Biasa Pada Sub Kegiatan Koordinasi Pelaksanaan Piutang dan Utang Daerah yang Timbul Akibat Pengelolaan Kas, Pelaksanaan Analisis Pembiayaan dan Penempatan Uang Daerah sebagai Optimalisasi Kas",127820000,1,26-May,Provinsi Sulawesi Tengah,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43039525
1055,Belanja Perjalanan Dinas Biasa,154300000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. VII Toli-Toli,"Sulawesi Tengah, Toli-Toli (Kab.)",43133216
1056,Belanja Perjalanan Dinas Biasa,17760000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. VI Banggai Kepulauan,"Sulawesi Tengah, Banggai Kepulauan (Kab.)",43148528
1057,Belanja Perjalanan Dinas Biasa,1160480000,1,26-Feb,Provinsi Sulawesi Tengah,WKDH,"Sulawesi Tengah, Palu (Kota)",43247828
1058,Belanja Perjalanan Dinas Biasa,6600000,1,26-Apr,Provinsi Sulawesi Tengah,Dinas Pengendalian Penduduk dan Keluarga Berencana Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Sigi (Kab.)",42753746
1059,Belanja Perjalanan Dinas Biasa,4750000,1,26-Mar,Provinsi Sulawesi Tengah,"Dinas Koperasi, Usaha Kecil dan Menengah Provinsi Sulawesi Tengah","Sulawesi Tengah, Palu (Kota)",42756753
1060,Belanja Perjalanan Dinas Biasa,112440000,1,26-Mar,Provinsi Sulawesi Tengah,UPT Pengelolaan Sumber Daya Air Wilayah I,"Sulawesi Tengah, Palu (Kota)",42767427
1061,Belanja Perjalanan Dinas Biasa (5.05.01.1.01.0002),9800000,1,26-Mar,Provinsi Sulawesi Tengah,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.)",42781557
1062,Belanja Perjalanan Dinas Biasa,10800000,1,26-Aug,Provinsi Sulawesi Tengah,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42801077
1063,Belanja Perjalanan Dinas Biasa : Monitoring Kerajinan Unggulan Kab. Donggala,4440000,1,26-Jul,Provinsi Sulawesi Tengah,UPTD Pengembangan Produk Industri Pangan dan Kerajinan (P2IPK),"Sulawesi Tengah, Dongala (Kab.)",42808571
1064,Belanja Perjalanan Dinas Biasa,88440000,1,26-Feb,Provinsi Sulawesi Tengah,Inspektorat Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42815227
1065,Belanja Perjalanan Dinas Biasa,9920000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu Provinsi Sulawesi Tengah,"Sulawesi Tengah, Parigi Moutong (Kab.)",42823982
1066,Belanja Perjalanan Dinas Biasa,7500000,1,26-Feb,Provinsi Sulawesi Tengah,Biro Umum pada Sekretariat  Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42827927
1067,Belanja Perjalanan Dinas Biasa,14074000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42833437
1068,Belanja Perjalanan Dinas Biasa,16124000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42833746
1069,Belanja Perjalanan Dinas Biasa - Dalam Rangka Kegiatan Surveilance Laboratorium Pengujian UPTD PSMB di Palu,2853000,1,26-Apr,Provinsi Sulawesi Tengah,UPT Pengujian sertifikasi Mutu Barang (PSMB),"Sulawesi Tengah, Palu (Kota)",42835227
1070,Belanja Perjalanan Dinas Biasa - Dalam Rangka Kegiatan Surveilance Laboratorium Pengujian UPTD PSMB di Palu,5500000,1,26-Apr,Provinsi Sulawesi Tengah,UPT Pengujian sertifikasi Mutu Barang (PSMB),"Sulawesi Tengah, Palu (Kota)",42835232
1071,Belanja Perjalanan Dinas Biasa,17640000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Pangan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Poso (Kab.)",42838552
1072,Belanja Perjalanan Dinas Biasa,900000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Pangan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42838774
1073,Belanja perjalanan dinas biasa,4400000,1,26-Oct,Provinsi Sulawesi Tengah,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42839651
1074,Belanja perjalanan dinas biasa,4440000,1,26-Jul,Provinsi Sulawesi Tengah,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Poso (Kab.)",42839657
1075,Belanja Perjalanan Dinas Biasa,33980000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Perkebunan dan Peternakan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Tojo Una-Una (Kab.)",42855435
1076,Belanja Perjalanan Dinas Biasa,5820000,1,26-Mar,Provinsi Sulawesi Tengah,UPTD. Pelabuhan Perikanan dan Kawasan Konservasi Pesisir dan Pulau-Pulau Kecil Wilayah VI,"Sulawesi Tengah, Palu (Kota)",42855522
1077,Belanja Perjalanan Dinas Biasa,7050000,1,26-Apr,Provinsi Sulawesi Tengah,UPTD. Pelabuhan Perikanan dan Kawasan Konservasi Pesisir dan Pulau-Pulau Kecil Wilayah V,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Toli-Toli (Kab.) | Sulawesi Tengah, Buol (Kab.)",42857515
1078,Belanja Perjalanan Dinas Biasa,8353000,1,26-Aug,Provinsi Sulawesi Tengah,UPTD. Penerapan Mutu Hasil Perikanan,"Sulawesi Tengah, Palu (Kota)",42865161
1079,[PKTP3 - Sub02] Belanja Perjalanan Dinas Biasa,5530000,1,26-Oct,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Poso (Kab.)",42883923
1080,Belanja Perjalanan Dinas Biasa (biaya Uang Harian),9250000,1,26-Jul,Provinsi Sulawesi Tengah,UPT. Taman Budaya dan Permuseuman,"Sulawesi Tengah, Banggai Kepulauan (Kab.)",42887536
1081,Belanja Perjalanan Dinas Biasa,236350000,1,26-Feb,Provinsi Sulawesi Tengah,Badan Penghubung Provinsi Sulawesi Tengah,"DKI Jakarta, Jakarta Pusat (Kota) | Sulawesi Tengah, Palu (Kota)",42889889
1082,[PKTP3 - Sub18] Belanja Perjalanan Dinas Biasa,11060000,1,26-Aug,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Poso (Kab.)",42909938
1083,Belanja Perjalanan Dinas Biasa,1800000,1,26-Oct,Provinsi Sulawesi Tengah,UPT KPH Pogogul,"Sulawesi Tengah, Buol (Kab.)",42921711
1084,Belanja Perjalanan Dinas Biasa,19818000,1,26-Apr,Provinsi Sulawesi Tengah,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah","Sulawesi Tengah, Palu (Kota)",42923764
1085,Belanja Perjalanan Dinas Biasa,13090000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Pemberdayaan Masyarakat dan Desa Provinsi Sulawesi Tengah,"Sulawesi Tengah, Parigi Moutong (Kab.)",42932500
1086,Belanja Perjalanan Dinas Biasa (Serealia),92590000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42935905
1087,Belanja Perjalanan Dinas Biasa/ Dalam Rangka Penyaluran Bantuan PANADA,3630000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Sosial Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Morowali (Kab.)",42942757
1088,Belanja Perjalanan Dinas Biasa MONEV KEPEGAWAIAN,9000000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42945181
1089,Belanja Perjalanan Dinas Biasa,86450000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. VIII Buol,"Sulawesi Tengah, Buol (Kab.)",42948868
1090,Belanja Perjalanan Dinas Biasa,15000000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. VIII Buol,"Sulawesi Tengah, Buol (Kab.)",42949177
1091,Belanja Perjalanan Dinas Biasa (Sub Bidang Promosi dan Informasi Daerah),8781000,1,26-Mar,Provinsi Sulawesi Tengah,Badan Penghubung Provinsi Sulawesi Tengah,"Jawa Barat, Bandung (Kota)",42954296
1092,Belanja Perjalanan Dinas Biasa (P5TK),33535000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42966327
1093,Belanja Perjalanan Dinas Biasa (Biro PBJ),143251000,1,26-Jan,Provinsi Sulawesi Tengah,Biro Pengadaan Barang/ Jasa Pada Sekretariat Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42975392
1094,Belanja Perjalanan Dinas Biasa (Biro PBJ),52076000,1,26-Jan,Provinsi Sulawesi Tengah,Biro Pengadaan Barang/ Jasa Pada Sekretariat Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42975546
1095,Belanja Perjalanan Dinas Biasa (Biro PBJ),17095000,1,26-Jan,Provinsi Sulawesi Tengah,Biro Pengadaan Barang/ Jasa Pada Sekretariat Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42975561
1096,Belanja Perjalanan Dinas Biasa Bimkon Peningkatan Produktivitas,2090000,1,26-Oct,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42978863
1097,Belanja Perjalanan Dinas Biasa,309200000,1,26-Feb,Provinsi Sulawesi Tengah,Sekretariat DPRD Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42985013
1098,Belanja Perjalanan Dinas Biasa Kegiatan Identifikasi Potensi Kawasan Transmigrasi,4470000,1,26-Jan,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Parigi Moutong (Kab.)",42986101
1099,Belanja Perjalanan Dinas Biasa Dalam Rangka Transport Peserta Pertemuan Koordinasi Pemanfaatan Alsintan dan Pembiayaan Pertanian,4400000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42991565
1100,Belanja Perjalanan Dinas Biasa Dalam Rangka Transport Peserta Pertemuan Evaluasi Pemanfaatan Alsintan dan Pembiayaan Pertanian,4400000,1,26-Sep,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42991568
1101,Belanja Perjalanan Dinas Biasa,49010000,1,26-May,Provinsi Sulawesi Tengah,Dinas Energi dan Sumber Daya Mineral Provinsi Sulawesi Tengah,"Sulawesi Tengah, Toli-Toli (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Kabupaten Morowali Utara | Sulawesi Tengah, Tojo Una-Una (Kab.) | Sulawesi Tengah, Sigi (Kab.)",43017477
1102,Belanja Perjalanan Dinas Biasa,12780000,1,26-Mar,Provinsi Sulawesi Tengah,UPT KPH Dampelas Tinombo,"Sulawesi Tengah, Dongala (Kab.)",43025210
1103,"Belanja Perjalanan Dinas Biasa Pada Sub Kegiatan Koordinasi dan Penyusunan Laporan Realisasi Penerimaan dan Pengeluaran Kas Daerah, Laporan Aliran Kas, dan Pelaksanaan Pemungutan/Pemotongan dan Penyetoran Perhitungan Fihak Ketiga (PFK)",86424000,1,26-May,Provinsi Sulawesi Tengah,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43026661
1104,Belanja Perjalanan Dinas Biasa,40600000,1,26-Apr,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Banggai Kepulauan (Kab.)",43027041
1105,Belanja Perjalanan Dinas Biasa,30828000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43105805
1106,Belanja Perjalanan Dinas Biasa,51922000,1,26-Mar,Provinsi Sulawesi Tengah,UPT. Pengawasan Ketenagakerjaan Wilayah I,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Buol (Kab.) | Sulawesi Tengah, Toli-Toli (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.)",43085082
1107,Belanja Perjalanan Dinas Biasa,70594000,1,26-Jan,Provinsi Sulawesi Tengah,Biro Kesejahteraan Rakyat Pada Sekretariat Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43092643
1108,Belanja Perjalanan Dinas Biasa Bimkon Peningkatan Produktivitas,2090000,1,26-Oct,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42978863
1109,Belanja Perjalanan Dinas Biasa,309200000,1,26-Feb,Provinsi Sulawesi Tengah,Sekretariat DPRD Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42985013
1110,Belanja Perjalanan Dinas Biasa Kegiatan Identifikasi Potensi Kawasan Transmigrasi,4470000,1,26-Jan,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Parigi Moutong (Kab.)",42986101
1111,Belanja Perjalanan Dinas Biasa Dalam Rangka Transport Peserta Pertemuan Koordinasi Pemanfaatan Alsintan dan Pembiayaan Pertanian,4400000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42991565
1112,Belanja Perjalanan Dinas Biasa Dalam Rangka Transport Peserta Pertemuan Evaluasi Pemanfaatan Alsintan dan Pembiayaan Pertanian,4400000,1,26-Sep,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42991568
1113,Belanja Perjalanan Dinas Biasa,329960000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Pangan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43032804
1114,Belanja Perjalanan Dinas Biasa,285266000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Cipta Karya dan Sumberdaya Air,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Sigi (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Poso (Kab.) | Sulawesi Tengah, Toli-Toli (Kab.) | Sulawesi Tengah, Kabupaten Morowali Utara | Sulawesi Tengah, Tojo Una-Una (Kab.)",43039495
1115,Belanja Perjalanan Dinas Biasa,64110000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Tenaga Kerja dan Transmigrasi Provinsi Sulawesi Tengah,"Sulawesi Tengah, Poso (Kab.) | Sulawesi Tengah, Sigi (Kab.) | Sulawesi Tengah, Toli-Toli (Kab.)",43042345
1116,Belanja Perjalanan Dinas Biasa,1350146000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43044960
1117,Belanja Perjalanan Dinas Biasa,86040000,1,26-Apr,Provinsi Sulawesi Tengah,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43071248
1118,Belanja Perjalanan Dinas Biasa (P3BMD) Keu Aset,26600000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Tanaman Pangan dan Hortikultura Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43071764
1119,Belanja Perjalanan Dinas Biasa,27847000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. VII Toli-Toli,"Sulawesi Tengah, Toli-Toli (Kab.)",43133397
1120,Belanja Perjalanan Dinas Biasa,89932000,1,26-Apr,Provinsi Sulawesi Tengah,UPT Perlindungan Perempuan dan Anak,"Sulawesi Tengah, Palu (Kota)",43134036
1121,Belanja Perjalanan Dinas Biasa,67502000,1,26-Mar,Provinsi Sulawesi Tengah,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43139618
1122,Belanja Perjalanan Dinas Biasa,1732477000,1,26-Jan,Provinsi Sulawesi Tengah,Dinas Kesehatan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Sigi (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Poso (Kab.) | Sulawesi Tengah, Toli-Toli (Kab.) | Sulawesi Tengah, Buol (Kab.) | Sulawesi Tengah, Kabupaten Morowali Utara | Sulawesi Tengah, Morowali (Kab.) | Sulawesi Tengah, Tojo Una-Una (Kab.) | Sulawesi Tengah, Banggai (Kab.) | Sulawesi Tengah, Banggai Kepulauan (Kab.) | Sulawesi Tengah, Banggai Laut (Kab.) | Sulawesi Tengah, Palu (Kota) | DKI Jakarta, Jakarta Pusat (Kota)",43142255
1123,Belanja Perjalanan Dinas Biasa,17500000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. III Poso,"Sulawesi Tengah, Poso (Kab.)",43175026
1124,Belanja Perjalanan Dinas Biasa,27250000,1,26-Jan,Provinsi Sulawesi Tengah,UPT Wil. III Poso,"Sulawesi Tengah, Poso (Kab.)",43178754
1125,Belanja Perjalanan Dinas Biasa,33360000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43076303
1126,Belanja Perjalanan Dinas Biasa,227424000,1,26-Mar,Provinsi Sulawesi Tengah,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43080222
1127,Belanja Perjalanan Dinas Biasa,45112000,1,26-Mar,Provinsi Sulawesi Tengah,Cabang Dinas Pendidikan Wilayah IV,"Sulawesi Tengah, Morowali (Kab.)",43091354
1128,Belanja Perjalanan Dinas Biasa,6320000,1,26-Feb,Provinsi Sulawesi Tengah,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43093394
